0,1
IAM_Words\b06\b06-075\b06-075-03-00.png,will
IAM_Words\g06\g06-011p\g06-011p-06-03.png,priest
IAM_Words\f01\f01-070\f01-070-06-07.png,psychology
IAM_Words\p03\p03-135\p03-135-04-05.png,do
IAM_Words\d05\d05-025\d05-025-03-00.png,just
IAM_Words\p02\p02-008\p02-008-02-00.png,the
IAM_Words\g06\g06-018n\g06-018n-01-02.png,Pearl
IAM_Words\g06\g06-011m\g06-011m-02-04.png,permitted
IAM_Words\l07\l07-172\l07-172-02-03.png,","
IAM_Words\a02\a02-032\a02-032-06-06.png,strikers
IAM_Words\b01\b01-084\b01-084-05-03.png,UN's
IAM_Words\f07\f07-021a\f07-021a-02-03.png,by
IAM_Words\b06\b06-053\b06-053-01-03.png,then
IAM_Words\b06\b06-004\b06-004-04-02.png,British
IAM_Words\b06\b06-004\b06-004-01-02.png,the
IAM_Words\g06\g06-050k\g06-050k-02-05.png,so
IAM_Words\e07\e07-094\e07-094-05-02.png,of
IAM_Words\l04\l04-163\l04-163-05-10.png,a
IAM_Words\b04\b04-020\b04-020-02-08.png,a
IAM_Words\g06\g06-011c\g06-011c-09-04.png,very
IAM_Words\h04\h04-000\h04-000-01-00.png,was
IAM_Words\e01\e01-102\e01-102-02-03.png,for
IAM_Words\g06\g06-047c\g06-047c-00-06.png,whom
IAM_Words\k03\k03-152\k03-152-00-04.png,meeting
IAM_Words\n04\n04-156\n04-156-06-02.png,the
IAM_Words\h06\h06-000\h06-000-00-07.png,of
IAM_Words\a03\a03-037\a03-037-03-10.png,by-
IAM_Words\e06\e06-030\e06-030-00-03.png,on
IAM_Words\k02\k02-093\k02-093-00-03.png,I
IAM_Words\a02\a02-090\a02-090-05-09.png,like
IAM_Words\g07\g07-038\g07-038-05-03.png,the
IAM_Words\b06\b06-100\b06-100-03-02.png,.
IAM_Words\b04\b04-181\b04-181-03-00.png,more
IAM_Words\c04\c04-128\c04-128-04-04.png,Elliot
IAM_Words\p02\p02-135\p02-135-06-01.png,get
IAM_Words\a03\a03-063\a03-063-04-05.png,space
IAM_Words\a05\a05-029\a05-029-02-00.png,September
IAM_Words\a01\a01-058\a01-058-00-05.png,get
IAM_Words\f07\f07-076a\f07-076a-03-05.png,caraway
IAM_Words\g04\g04-011\g04-011-00-05.png,to
IAM_Words\a05\a05-069\a05-069-01-00.png,speech
IAM_Words\e04\e04-095\e04-095-05-01.png,parallel
IAM_Words\f04\f04-057\f04-057-01-04.png,the
IAM_Words\f01\f01-066\f01-066-07-10.png,""""
IAM_Words\k07\k07-067a\k07-067a-05-05.png,little
IAM_Words\e04\e04-034\e04-034-06-09.png,decorated
IAM_Words\k04\k04-093\k04-093-02-06.png,church
IAM_Words\c02\c02-007\c02-007-06-08.png,the
IAM_Words\a01\a01-058x\a01-058x-09-01.png,Chancellor
IAM_Words\g06\g06-047e\g06-047e-00-09.png,Burdett
IAM_Words\c06\c06-052\c06-052-01-01.png,his
IAM_Words\b06\b06-023\b06-023-07-11.png,.
IAM_Words\g06\g06-050k\g06-050k-05-03.png,man
IAM_Words\c02\c02-030\c02-030-03-03.png,shows
IAM_Words\d07\d07-096\d07-096-06-01.png,appears
IAM_Words\g01\g01-012\g01-012-02-04.png,Gaunt
IAM_Words\a05\a05-025\a05-025-03-00.png,are
IAM_Words\f04\f04-004\f04-004-04-02.png,aged
IAM_Words\a01\a01-003\a01-003-04-00.png,opposed
IAM_Words\n02\n02-028\n02-028-05-06.png,","
IAM_Words\b04\b04-004\b04-004-04-00.png,Belgium
IAM_Words\f04\f04-057\f04-057-07-07.png,travel
IAM_Words\b05\b05-074\b05-074-09-04.png,to
IAM_Words\n04\n04-218\n04-218-02-06.png,this
IAM_Words\l04\l04-124\l04-124-03-06.png,we
IAM_Words\g06\g06-093\g06-093-06-00.png,impossible
IAM_Words\a01\a01-091u\a01-091u-01-01.png,the
IAM_Words\a01\a01-053x\a01-053x-09-02.png,.
IAM_Words\m02\m02-083\m02-083-07-01.png,by
IAM_Words\g06\g06-050f\g06-050f-04-02.png,even-tempered
IAM_Words\b06\b06-093\b06-093-04-05.png,to
IAM_Words\g06\g06-101\g06-101-00-05.png,Melbourne
IAM_Words\r06\r06-076\r06-076-04-04.png,doctors
IAM_Words\c02\c02-022\c02-022-07-02.png,is
IAM_Words\m02\m02-090\m02-090-02-06.png,disarming
IAM_Words\n02\n02-120\n02-120-00-04.png,of
IAM_Words\e02\e02-025\e02-025-00-00.png,Note
IAM_Words\m02\m02-055\m02-055-09-00.png,Board
IAM_Words\c06\c06-083\c06-083-00-09.png,neglige*?
IAM_Words\g06\g06-042i\g06-042i-00-09.png,even
IAM_Words\r06\r06-137\r06-137-08-02.png,about
IAM_Words\f02\f02-030\f02-030-00-02.png,scheme
IAM_Words\p02\p02-150\p02-150-07-01.png,Gavin
IAM_Words\e04\e04-019\e04-019-05-01.png,glue
IAM_Words\h07\h07-017\h07-017-03-06.png,:
IAM_Words\f03\f03-182\f03-182-05-07.png,And
IAM_Words\g07\g07-065\g07-065-01-05.png,all
IAM_Words\c03\c03-003b\c03-003b-04-05.png,film
IAM_Words\g04\g04-052\g04-052-04-04.png,into
IAM_Words\a02\a02-008\a02-008-03-09.png,opening
IAM_Words\a04\a04-072\a04-072-06-06.png,was
IAM_Words\l07\l07-190\l07-190-03-07.png,the
IAM_Words\g06\g06-031a\g06-031a-02-09.png,be
IAM_Words\l01\l01-030\l01-030-06-02.png,husband
IAM_Words\n04\n04-163\n04-163-05-09.png,.
IAM_Words\h06\h06-089\h06-089-08-04.png,press
IAM_Words\h01\h01-010\h01-010-02-02.png,as
IAM_Words\g06\g06-042b\g06-042b-03-03.png,when
IAM_Words\h02\h02-028\h02-028-01-07.png,present
IAM_Words\c03\c03-021a\c03-021a-02-04.png,yet
IAM_Words\h02\h02-017\h02-017-05-09.png,had
IAM_Words\b01\b01-127\b01-127-07-03.png,Nationalists
IAM_Words\g03\g03-052\g03-052-01-03.png,British
IAM_Words\m04\m04-093\m04-093-04-05.png,bless
IAM_Words\d06\d06-037\d06-037-00-03.png,the
IAM_Words\l04\l04-159\l04-159-01-02.png,have
IAM_Words\f01\f01-085\f01-085-01-05.png,ultimate
IAM_Words\k07\k07-085\k07-085-00-13.png,.
IAM_Words\g06\g06-026d\g06-026d-03-10.png,fall
IAM_Words\a01\a01-049u\a01-049u-10-02.png,Kennedy
IAM_Words\p03\p03-135\p03-135-02-13.png,her
IAM_Words\f07\f07-016\f07-016-06-07.png,in
IAM_Words\g06\g06-047g\g06-047g-02-00.png,'
IAM_Words\g06\g06-011r\g06-011r-06-06.png,here
IAM_Words\g07\g07-028a\g07-028a-01-02.png,in
IAM_Words\g06\g06-045a\g06-045a-03-03.png,being
IAM_Words\l04\l04-163\l04-163-04-01.png,point
IAM_Words\h04\h04-000\h04-000-08-00.png,est
IAM_Words\g01\g01-083\g01-083-02-00.png,was
IAM_Words\r03\r03-115\r03-115-02-01.png,room
IAM_Words\m04\m04-238\m04-238-04-00.png,""""
IAM_Words\a05\a05-022\a05-022-08-00.png,defence
IAM_Words\e04\e04-004\e04-004-03-00.png,a
IAM_Words\f07\f07-024b\f07-024b-08-05.png,fragment
IAM_Words\h02\h02-012\h02-012-04-02.png,we
IAM_Words\m04\m04-231\m04-231-01-01.png,was
IAM_Words\g06\g06-031a\g06-031a-06-08.png,","
IAM_Words\g06\g06-042i\g06-042i-00-00.png,Nor
IAM_Words\g06\g06-037r\g06-037r-03-03.png,in
IAM_Words\b01\b01-062\b01-062-08-00.png,advertisement
IAM_Words\k03\k03-138\k03-138-01-09.png,up
IAM_Words\g06\g06-018f\g06-018f-03-11.png,been
IAM_Words\f04\f04-093\f04-093-02-05.png,he
IAM_Words\f01\f01-139\f01-139-02-09.png,.
IAM_Words\f02\f02-017\f02-017-02-03.png,course
IAM_Words\c03\c03-087f\c03-087f-07-01.png,more
IAM_Words\a03\a03-034\a03-034-07-01.png,unemployment
IAM_Words\c02\c02-007\c02-007-06-05.png,the
IAM_Words\r06\r06-070\r06-070-01-04.png,to
IAM_Words\g04\g04-088\g04-088-05-09.png,a
IAM_Words\g06\g06-011e\g06-011e-08-03.png,are
IAM_Words\a06\a06-114\a06-114-04-02.png,no
IAM_Words\g06\g06-047l\g06-047l-01-09.png,as
IAM_Words\k04\k04-010\k04-010-05-08.png,mount
IAM_Words\g06\g06-011f\g06-011f-04-00.png,fast
IAM_Words\g01\g01-000\g01-000-00-04.png,Sir
IAM_Words\l01\l01-105\l01-105-07-01.png,","
IAM_Words\h06\h06-000\h06-000-02-05.png,certain
IAM_Words\c03\c03-096b\c03-096b-04-08.png,hopes
IAM_Words\a03\a03-043\a03-043-06-07.png,Many
IAM_Words\m04\m04-100\m04-100-07-04.png,back
IAM_Words\h07\h07-051b\h07-051b-09-04.png,the
IAM_Words\h02\h02-043\h02-043-00-01.png,Rolleston
IAM_Words\f07\f07-021b\f07-021b-03-05.png,into
IAM_Words\r06\r06-022\r06-022-03-06.png,hopeless
IAM_Words\c03\c03-007f\c03-007f-06-03.png,churchyard
IAM_Words\r06\r06-003\r06-003-01-04.png,was
IAM_Words\k04\k04-033\k04-033-04-01.png,of
IAM_Words\e02\e02-000\e02-000-06-01.png,in
IAM_Words\g06\g06-011h\g06-011h-02-06.png,anything
IAM_Words\g06\g06-011o\g06-011o-04-03.png,seems
IAM_Words\n03\n03-120\n03-120-08-03.png,big
IAM_Words\e04\e04-022\e04-022-06-00.png,to
IAM_Words\n04\n04-009\n04-009-03-07.png,Honourable
IAM_Words\m03\m03-013\m03-013-05-08.png,","
IAM_Words\a01\a01-113u\a01-113u-09-04.png,1950
IAM_Words\n02\n02-016\n02-016-01-06.png,not
IAM_Words\c03\c03-094e\c03-094e-03-00.png,the
IAM_Words\a01\a01-107\a01-107-01-01.png,the
IAM_Words\m04\m04-246\m04-246-05-02.png,read
IAM_Words\n03\n03-066\n03-066-03-10.png,that
IAM_Words\m04\m04-012\m04-012-03-01.png,Motor
IAM_Words\e02\e02-094\e02-094-05-04.png,does
IAM_Words\a03\a03-027\a03-027-00-02.png,who
IAM_Words\f04\f04-079\f04-079-07-02.png,of
IAM_Words\a04\a04-003\a04-003-03-03.png,.
IAM_Words\g06\g06-026i\g06-026i-04-06.png,temporary
IAM_Words\l07\l07-118\l07-118-03-08.png,corrected
IAM_Words\g06\g06-042m\g06-042m-05-01.png,known
IAM_Words\a06\a06-090\a06-090-01-08.png,to
IAM_Words\g06\g06-031o\g06-031o-03-06.png,be
IAM_Words\d04\d04-096\d04-096-05-03.png,CHARAUSES
IAM_Words\c02\c02-035\c02-035-05-08.png,.
IAM_Words\h04\h04-028\h04-028-04-01.png,highest
IAM_Words\f07\f07-032a\f07-032a-06-00.png,They
IAM_Words\g04\g04-092\g04-092-09-02.png,afterwards
IAM_Words\f07\f07-084b\f07-084b-02-07.png,every
IAM_Words\k07\k07-122\k07-122-00-00.png,To
IAM_Words\b06\b06-097\b06-097-01-06.png,school
IAM_Words\r03\r03-090\r03-090-05-00.png,have
IAM_Words\c03\c03-021a\c03-021a-05-07.png,in
IAM_Words\g06\g06-031k\g06-031k-02-01.png,for
IAM_Words\r02\r02-013\r02-013-02-08.png,the
IAM_Words\g06\g06-011a\g06-011a-04-09.png,tired
IAM_Words\m04\m04-190\m04-190-06-04.png,as
IAM_Words\f01\f01-081\f01-081-02-00.png,sciences
IAM_Words\g07\g07-065\g07-065-03-03.png,was
IAM_Words\g03\g03-016\g03-016-02-01.png,were
IAM_Words\a06\a06-057\a06-057-01-12.png,expected
IAM_Words\n02\n02-037\n02-037-04-02.png,taking
IAM_Words\l04\l04-082\l04-082-04-02.png,His
IAM_Words\p02\p02-027\p02-027-02-00.png,look
IAM_Words\g06\g06-047h\g06-047h-00-01.png,remarkable
IAM_Words\n02\n02-045\n02-045-04-03.png,presentation
IAM_Words\n04\n04-015\n04-015-04-10.png,just
IAM_Words\g06\g06-031a\g06-031a-03-03.png,I
IAM_Words\g07\g07-014\g07-014-00-07.png,them
IAM_Words\f04\f04-011\f04-011-02-07.png,been
IAM_Words\b04\b04-075\b04-075-00-06.png,Ministry
IAM_Words\d06\d06-015\d06-015-00-04.png,","
IAM_Words\g06\g06-037h\g06-037h-08-01.png,to
IAM_Words\n02\n02-120\n02-120-02-08.png,difference
IAM_Words\b06\b06-042\b06-042-07-00.png,which
IAM_Words\g06\g06-042c\g06-042c-01-04.png,cure
IAM_Words\n03\n03-064\n03-064-04-00.png,close
IAM_Words\b05\b05-098\b05-098-00-04.png,Abou
IAM_Words\h01\h01-027\h01-027-09-03.png,important
IAM_Words\c03\c03-003d\c03-003d-03-07.png,central
IAM_Words\c06\c06-106\c06-106-03-06.png,""""
IAM_Words\e07\e07-086\e07-086-03-07.png,often
IAM_Words\g01\g01-031\g01-031-01-00.png,was
IAM_Words\p03\p03-103\p03-103-01-04.png,Self-deprecation
IAM_Words\g06\g06-105\g06-105-03-06.png,was
IAM_Words\c03\c03-000e\c03-000e-03-03.png,Mr.
IAM_Words\k04\k04-033\k04-033-08-01.png,voice
IAM_Words\b05\b05-067\b05-067-03-01.png,the
IAM_Words\a01\a01-011\a01-011-00-02.png,Mr.
IAM_Words\f07\f07-069\f07-069-04-04.png,classic
IAM_Words\e01\e01-025\e01-025-02-00.png,lamentably
IAM_Words\b04\b04-040\b04-040-05-03.png,his
IAM_Words\l01\l01-173\l01-173-00-00.png,He
IAM_Words\h06\h06-079\h06-079-08-03.png,out
IAM_Words\l01\l01-195\l01-195-00-04.png,Nick
IAM_Words\f04\f04-093\f04-093-07-05.png,","
IAM_Words\k02\k02-076\k02-076-06-02.png,in
IAM_Words\r06\r06-097\r06-097-01-02.png,drummed
IAM_Words\l04\l04-159\l04-159-00-07.png,the
IAM_Words\a05\a05-044\a05-044-08-00.png,The
IAM_Words\a01\a01-026\a01-026-06-01.png,representatives
IAM_Words\a05\a05-053\a05-053-04-06.png,would
IAM_Words\b01\b01-122\b01-122-03-00.png,fluenced
IAM_Words\a01\a01-102u\a01-102u-06-04.png,has
IAM_Words\p03\p03-121\p03-121-01-11.png,because
IAM_Words\c06\c06-000\c06-000-00-00.png,IT
IAM_Words\h01\h01-010\h01-010-02-09.png,as
IAM_Words\g07\g07-022a\g07-022a-07-01.png,was
IAM_Words\f07\f07-000b\f07-000b-00-03.png,a
IAM_Words\d06\d06-000\d06-000-09-00.png,irrational
IAM_Words\g01\g01-083\g01-083-06-00.png,injustice
IAM_Words\b01\b01-084\b01-084-03-01.png,the
IAM_Words\a03\a03-040\a03-040-04-03.png,Grits
IAM_Words\g06\g06-047h\g06-047h-04-01.png,medical
IAM_Words\g06\g06-050p\g06-050p-00-09.png,master
IAM_Words\b04\b04-004\b04-004-07-03.png,they
IAM_Words\g04\g04-072\g04-072-07-04.png,every
IAM_Words\h07\h07-080\h07-080-09-06.png,possible
IAM_Words\m02\m02-083\m02-083-09-04.png,next
IAM_Words\f07\f07-081b\f07-081b-02-07.png,There
IAM_Words\n01\n01-036\n01-036-00-01.png,was
IAM_Words\r06\r06-070\r06-070-07-03.png,ambulances
IAM_Words\g07\g07-047\g07-047-09-06.png,","
IAM_Words\g06\g06-037g\g06-037g-00-01.png,grant
IAM_Words\a04\a04-027\a04-027-02-04.png,to
IAM_Words\h07\h07-037a\h07-037a-01-02.png,has
IAM_Words\b04\b04-081\b04-081-05-08.png,And
IAM_Words\g01\g01-025\g01-025-07-02.png,the
IAM_Words\m02\m02-072\m02-072-05-07.png,""""
IAM_Words\h07\h07-057a\h07-057a-07-02.png,by
IAM_Words\p02\p02-000\p02-000-01-05.png,""""
IAM_Words\g06\g06-050n\g06-050n-10-01.png,to
IAM_Words\k04\k04-068\k04-068-00-00.png,Her
IAM_Words\g03\g03-052\g03-052-01-01.png,.
IAM_Words\b06\b06-068\b06-068-09-01.png,class
IAM_Words\g06\g06-115\g06-115-00-07.png,me
IAM_Words\h07\h07-040b\h07-040b-05-03.png,and
IAM_Words\c04\c04-089\c04-089-04-00.png,different
IAM_Words\h07\h07-000\h07-000-00-02.png,"7,000,000"
IAM_Words\f04\f04-028\f04-028-06-00.png,accepting
IAM_Words\f04\f04-096\f04-096-10-05.png,remembered
IAM_Words\c03\c03-081a\c03-081a-06-01.png,brief
IAM_Words\d07\d07-089\d07-089-09-04.png,here
IAM_Words\k04\k04-115\k04-115-00-01.png,move
IAM_Words\m03\m03-020\m03-020-00-03.png,kind
IAM_Words\j07\j07-012\j07-012-06-01.png,developed
IAM_Words\g07\g07-044\g07-044-00-07.png,Hon.
IAM_Words\c04\c04-075\c04-075-06-09.png,done
IAM_Words\p02\p02-017\p02-017-02-07.png,at
IAM_Words\f01\f01-058\f01-058-03-02.png,learner
IAM_Words\a03\a03-040\a03-040-05-07.png,for
IAM_Words\a02\a02-012\a02-012-01-02.png,several
IAM_Words\b04\b04-121\b04-121-02-04.png,there
IAM_Words\g03\g03-032\g03-032-07-07.png,meeting
IAM_Words\a02\a02-032\a02-032-04-03.png,is
IAM_Words\e01\e01-050\e01-050-04-03.png,quite
IAM_Words\c03\c03-081c\c03-081c-08-06.png,.
IAM_Words\c06\c06-095\c06-095-01-00.png,""""
IAM_Words\j04\j04-098\j04-098-01-01.png,when
IAM_Words\g06\g06-050r\g06-050r-04-07.png,gentle
IAM_Words\h07\h07-069a\h07-069a-00-04.png,annual
IAM_Words\a04\a04-103\a04-103-04-04.png,in
IAM_Words\a01\a01-096u\a01-096u-05-04.png,.
IAM_Words\a01\a01-020\a01-020-07-00.png,will
IAM_Words\g06\g06-011a\g06-011a-00-04.png,the
IAM_Words\l04\l04-106\l04-106-03-07.png,to
IAM_Words\a01\a01-063u\a01-063u-06-04.png,of
IAM_Words\h07\h07-071\h07-071-05-05.png,new
IAM_Words\g03\g03-032\g03-032-05-02.png,.
IAM_Words\a01\a01-053x\a01-053x-08-01.png,before
IAM_Words\l01\l01-095\l01-095-03-01.png,thing
IAM_Words\l07\l07-103\l07-103-05-05.png,","
IAM_Words\f04\f04-096\f04-096-00-06.png,Croydon
IAM_Words\g06\g06-011c\g06-011c-05-05.png,a
IAM_Words\a01\a01-096u\a01-096u-00-00.png,The
IAM_Words\b06\b06-079\b06-079-05-03.png,while
IAM_Words\g01\g01-031\g01-031-08-05.png,military
IAM_Words\n03\n03-082\n03-082-05-06.png,see
IAM_Words\g06\g06-011o\g06-011o-07-03.png,here
IAM_Words\m04\m04-093\m04-093-08-05.png,be
IAM_Words\m02\m02-102\m02-102-02-06.png,students
IAM_Words\r02\r02-060\r02-060-06-05.png,the
IAM_Words\n04\n04-044\n04-044-00-03.png,been
IAM_Words\k04\k04-050\k04-050-02-03.png,his
IAM_Words\g01\g01-019\g01-019-00-07.png,to
IAM_Words\m02\m02-087\m02-087-00-01.png,privately
IAM_Words\k07\k07-152\k07-152-02-01.png,'ll
IAM_Words\m06\m06-098\m06-098-03-12.png,long
IAM_Words\g06\g06-031o\g06-031o-10-02.png,what
IAM_Words\k03\k03-157\k03-157-00-09.png,with
IAM_Words\g06\g06-045o\g06-045o-00-06.png,first
IAM_Words\d06\d06-086\d06-086-02-00.png,rather
IAM_Words\g06\g06-031l\g06-031l-03-03.png,exasperation
IAM_Words\e04\e04-114\e04-114-03-03.png,this
IAM_Words\g06\g06-050r\g06-050r-00-00.png,Mauro's
IAM_Words\m03\m03-110\m03-110-06-02.png,inopportune
IAM_Words\k07\k07-067a\k07-067a-01-08.png,bed
IAM_Words\a04\a04-039\a04-039-01-04.png,hoped
IAM_Words\a05\a05-017\a05-017-09-04.png,to
IAM_Words\e06\e06-053\e06-053-04-09.png,suggests
IAM_Words\g04\g04-017\g04-017-02-13.png,succession
IAM_Words\p02\p02-076\p02-076-00-03.png,and
IAM_Words\j06\j06-018\j06-018-03-06.png,same
IAM_Words\n02\n02-054\n02-054-07-07.png,a
IAM_Words\m04\m04-019\m04-019-07-03.png,of
IAM_Words\g06\g06-045r\g06-045r-05-00.png,a
IAM_Words\m01\m01-160\m01-160-02-07.png,was
IAM_Words\g06\g06-018r\g06-018r-01-01.png,England
IAM_Words\j07\j07-000\j07-000-00-04.png,of
IAM_Words\g01\g01-012\g01-012-01-07.png,the
IAM_Words\n04\n04-202\n04-202-01-01.png,time
IAM_Words\g06\g06-045g\g06-045g-04-09.png,studied
IAM_Words\f03\f03-182\f03-182-05-08.png,they
IAM_Words\c04\c04-150\c04-150-03-08.png,his
IAM_Words\c03\c03-000d\c03-000d-01-08.png,Leicester
IAM_Words\a02\a02-072\a02-072-03-03.png,allowed
IAM_Words\a06\a06-119\a06-119-03-03.png,that
IAM_Words\m01\m01-125\m01-125-03-04.png,saucers
IAM_Words\f04\f04-096\f04-096-03-02.png,compartment
IAM_Words\b04\b04-128\b04-128-04-08.png,40
IAM_Words\n04\n04-202\n04-202-07-03.png,all
IAM_Words\k02\k02-067\k02-067-02-11.png,much
IAM_Words\a04\a04-081\a04-081-06-00.png,capital
IAM_Words\h07\h07-057a\h07-057a-03-08.png,of
IAM_Words\d01\d01-056\d01-056-09-03.png,used
IAM_Words\k01\k01-051\k01-051-05-03.png,","
IAM_Words\m03\m03-118\m03-118-04-00.png,a
IAM_Words\l01\l01-179\l01-179-03-00.png,snatched
IAM_Words\b02\b02-102\b02-102-04-02.png,Governments
IAM_Words\l04\l04-071\l04-071-03-06.png,their
IAM_Words\a01\a01-096u\a01-096u-09-03.png,service
IAM_Words\g06\g06-011m\g06-011m-06-07.png,other
IAM_Words\b04\b04-026\b04-026-01-12.png,American
IAM_Words\g07\g07-022a\g07-022a-05-06.png,young
IAM_Words\c03\c03-021b\c03-021b-04-09.png,in
IAM_Words\g06\g06-047k\g06-047k-01-03.png,to
IAM_Words\p03\p03-069\p03-069-03-00.png,made
IAM_Words\c04\c04-000\c04-000-03-12.png,girls
IAM_Words\d07\d07-093\d07-093-07-02.png,sugya
IAM_Words\c06\c06-087\c06-087-05-07.png,","
IAM_Words\p03\p03-029\p03-029-02-07.png,much
IAM_Words\g04\g04-026\g04-026-02-08.png,sustain
IAM_Words\f07\f07-088a\f07-088a-08-02.png,coarse
IAM_Words\g04\g04-072\g04-072-04-07.png,body
IAM_Words\h07\h07-025\h07-025-06-05.png,an
IAM_Words\g07\g07-000b\g07-000b-08-03.png,never
IAM_Words\m02\m02-102\m02-102-08-07.png,contracts
IAM_Words\l01\l01-179\l01-179-08-03.png,by
IAM_Words\a01\a01-058u\a01-058u-03-01.png,bluntly
IAM_Words\g06\g06-031p\g06-031p-01-03.png,I
IAM_Words\m01\m01-115\m01-115-03-00.png,find
IAM_Words\k02\k02-112\k02-112-05-07.png,if
IAM_Words\m04\m04-216\m04-216-00-05.png,had
IAM_Words\r06\r06-106\r06-106-01-04.png,young
IAM_Words\d06\d06-107\d06-107-09-01.png,does
IAM_Words\n04\n04-130\n04-130-03-01.png,should
IAM_Words\a02\a02-120\a02-120-06-05.png,riots
IAM_Words\f01\f01-058\f01-058-09-02.png,obstinately
IAM_Words\m04\m04-072\m04-072-03-03.png,.
IAM_Words\g04\g04-043\g04-043-07-04.png,the
IAM_Words\l01\l01-105\l01-105-06-04.png,cook
IAM_Words\e06\e06-041\e06-041-01-01.png,all
IAM_Words\n02\n02-009\n02-009-06-08.png,head
IAM_Words\b03\b03-092\b03-092-04-05.png,of
IAM_Words\n04\n04-048\n04-048-08-01.png,who
IAM_Words\r02\r02-089\r02-089-01-06.png,front
IAM_Words\d06\d06-027\d06-027-02-07.png,what
IAM_Words\b03\b03-092\b03-092-01-05.png,of
IAM_Words\b01\b01-027\b01-027-01-01.png,from
IAM_Words\l01\l01-187\l01-187-00-04.png,good
IAM_Words\b03\b03-104\b03-104-05-01.png,woman
IAM_Words\g01\g01-067\g01-067-05-02.png,of
IAM_Words\g06\g06-031b\g06-031b-00-10.png,'
IAM_Words\p03\p03-181\p03-181-02-03.png,him
IAM_Words\m04\m04-000\m04-000-04-06.png,wind
IAM_Words\k04\k04-075\k04-075-02-08.png,that
IAM_Words\g06\g06-037k\g06-037k-03-01.png,he
IAM_Words\g06\g06-018f\g06-018f-00-04.png,was
IAM_Words\g06\g06-011h\g06-011h-02-01.png,health
IAM_Words\p03\p03-121\p03-121-05-01.png,imagine
IAM_Words\l04\l04-106\l04-106-03-05.png,expect
IAM_Words\a03\a03-050\a03-050-04-06.png,to
IAM_Words\a05\a05-089\a05-089-04-00.png,of
IAM_Words\l04\l04-043\l04-043-06-06.png,of
IAM_Words\c03\c03-094c\c03-094c-05-08.png,from
IAM_Words\c03\c03-000f\c03-000f-02-02.png,Theatre
IAM_Words\m02\m02-052\m02-052-06-01.png,Stamp
IAM_Words\a05\a05-089\a05-089-02-00.png,These
IAM_Words\b06\b06-087\b06-087-00-07.png,unity
IAM_Words\b01\b01-136\b01-136-05-00.png,marry
IAM_Words\a01\a01-128\a01-128-05-06.png,Service
IAM_Words\g06\g06-031c\g06-031c-00-09.png,wrote
IAM_Words\d04\d04-050\d04-050-04-07.png,to
IAM_Words\b04\b04-075\b04-075-03-04.png,.
IAM_Words\f07\f07-081a\f07-081a-03-02.png,as
IAM_Words\j07\j07-012\j07-012-06-06.png,a
IAM_Words\h04\h04-082\h04-082-02-04.png,.
IAM_Words\g07\g07-022a\g07-022a-07-00.png,Augusta
IAM_Words\g06\g06-031a\g06-031a-00-05.png,!
IAM_Words\a02\a02-086\a02-086-00-07.png,Mr.
IAM_Words\l04\l04-106\l04-106-03-02.png,.
IAM_Words\e04\e04-086\e04-086-04-07.png,be
IAM_Words\e04\e04-079\e04-079-08-05.png,as
IAM_Words\a01\a01-020x\a01-020x-00-02.png,went
IAM_Words\g06\g06-050i\g06-050i-00-01.png,first
IAM_Words\h02\h02-028\h02-028-01-02.png,","
IAM_Words\l04\l04-106\l04-106-06-02.png,to
IAM_Words\d06\d06-111\d06-111-00-03.png,want
IAM_Words\g06\g06-050j\g06-050j-00-06.png,to
IAM_Words\c06\c06-027\c06-027-00-02.png,a
IAM_Words\b04\b04-121\b04-121-01-04.png,","
IAM_Words\a01\a01-026u\a01-026u-09-05.png,Chequers
IAM_Words\f04\f04-074\f04-074-04-10.png,soul
IAM_Words\e01\e01-018\e01-018-02-00.png,kercher
IAM_Words\a05\a05-044\a05-044-03-06.png,","
IAM_Words\g06\g06-011g\g06-011g-01-09.png,health
IAM_Words\c03\c03-007\c03-007-06-02.png,churchyard
IAM_Words\n02\n02-151\n02-151-07-06.png,","
IAM_Words\n01\n01-036\n01-036-01-04.png,by
IAM_Words\d04\d04-021\d04-021-06-06.png,Ps.
IAM_Words\g06\g06-042b\g06-042b-00-08.png,for
IAM_Words\c03\c03-087b\c03-087b-00-03.png,perhaps
IAM_Words\b04\b04-075\b04-075-00-00.png,They
IAM_Words\b04\b04-040\b04-040-02-10.png,a
IAM_Words\a01\a01-020x\a01-020x-03-02.png,Africans
IAM_Words\e07\e07-066\e07-066-05-10.png,or
IAM_Words\c03\c03-000a\c03-000a-07-02.png,.
IAM_Words\a05\a05-104\a05-104-08-03.png,their
IAM_Words\c06\c06-031\c06-031-01-07.png,me
IAM_Words\h06\h06-089\h06-089-00-05.png,supports
IAM_Words\g06\g06-031a\g06-031a-03-06.png,fear
IAM_Words\f07\f07-032a\f07-032a-06-05.png,a
IAM_Words\b06\b06-012\b06-012-00-01.png,job
IAM_Words\g06\g06-011l\g06-011l-06-01.png,was
IAM_Words\g06\g06-026n\g06-026n-01-04.png,who
IAM_Words\g07\g07-047\g07-047-03-00.png,terrible
IAM_Words\k07\k07-176\k07-176-00-01.png,youngsters
IAM_Words\g06\g06-050i\g06-050i-00-03.png,was
IAM_Words\n02\n02-120\n02-120-00-01.png,'s
IAM_Words\m04\m04-209\m04-209-01-11.png,it
IAM_Words\g06\g06-011i\g06-011i-03-12.png,Vesuvius
